"","station_nbr","date","tmax","tmin","tavg","dewpoint","wetbulb","heat","cool","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","eventdist"
"6038",10,"2012-11-05",75,61,68,56,60,0,3,NA,0,29,29,5,36,7,0
"6058",10,"2012-11-06",73,56,65,55,58,0,0,NA,0,29,29,4,1,6,0
"6078",10,"2012-11-07",64,47,56,43,50,9,0,NA,0,29,29,7,32,8,0
"6098",10,"2012-11-08",65,48,57,43,49,8,0,NA,0,30,30,6,33,7,0
"6118",10,"2012-11-09",70,45,58,38,48,7,0,NA,0,30,30,0,8,2,0
"6138",10,"2012-11-10",72,47,60,49,54,5,0,NA,0,30,30,3,1,5,0
"6158",10,"2012-11-11",78,60,69,57,62,0,4,NA,0,30,30,5,7,8,0
"6178",10,"2012-11-12",78,66,72,64,66,0,7,NA,0,30,30,3,10,4,0
"6198",10,"2012-11-13",78,63,71,63,65,0,6,NA,0,30,30,3,1,4,0
"6218",10,"2012-11-14",66,58,62,59,60,3,0,NA,0,30,30,15,2,15,0
"6238",10,"2012-11-15",60,52,56,51,53,9,0,NA,0,30,30,10,35,10,0
"6258",10,"2012-11-16",56,51,54,49,51,11,0,NA,0,30,30,12,35,12,0
"6278",10,"2012-11-17",61,54,58,51,54,7,0,NA,0,30,30,15,1,16,0
"6298",10,"2012-11-18",68,54,61,49,53,4,0,NA,0,30,30,11,36,11,0
"6318",10,"2012-11-19",60,55,58,51,54,7,0,NA,0,30,30,11,36,12,0
"6338",10,"2012-11-20",70,56,63,52,56,2,0,NA,0,30,30,6,36,7,0
"6358",10,"2012-11-21",69,55,62,47,53,3,0,NA,0,30,30,6,36,7,0
"6378",10,"2012-11-22",65,48,57,37,47,8,0,NA,0,30,30,6,36,7,0
"6398",10,"2012-11-23",72,43,58,38,48,7,0,NA,0,30,30,2,28,3,0
"6418",10,"2012-11-24",66,52,59,36,48,6,0,NA,0,30,30,7,31,8,0
"6438",10,"2012-11-25",64,40,52,25,41,13,0,NA,0,30,30,3,34,5,0
"6458",10,"2012-11-26",70,39,55,35,46,10,0,NA,0,30,30,0,3,3,0
"6478",10,"2012-11-27",77,52,65,54,58,0,0,NA,0,30,30,1,22,5,0
"6498",10,"2012-11-28",61,54,58,51,53,7,0,NA,0,30,30,10,36,11,0
"6518",10,"2012-11-29",67,51,59,51,54,6,0,NA,0,30,30,10,1,10,0
"6538",10,"2012-11-30",73,56,65,55,58,0,0,NA,0,30,30,5,1,7,0
"6558",10,"2012-12-01",66,61,64,59,61,1,0,NA,0,30,30,5,2,5,0
"6578",10,"2012-12-02",75,57,66,58,61,0,1,NA,0,30,30,3,2,5,0
"6598",10,"2012-12-03",69,61,65,61,62,0,0,NA,0,30,30,1,2,2,0
"6618",10,"2012-12-04",76,57,67,55,59,0,2,NA,0,30,30,3,9,3,0
"6638",10,"2012-12-05",72,56,64,56,59,1,0,NA,0,30,30,4,3,4,0
"6658",10,"2012-12-06",71,62,67,60,62,0,2,NA,0,30,30,8,3,8,0
"6678",10,"2012-12-07",64,60,62,58,60,3,0,NA,0,29,30,6,1,7,0
"6698",10,"2012-12-08",69,58,64,58,60,1,0,NA,0,30,30,2,11,2,0
"6718",10,"2012-12-09",74,60,67,62,63,0,2,NA,0,30,30,3,1,4,0
"6738",10,"2012-12-10",79,61,70,63,65,0,5,NA,0,29,29,5,20,5,0
"6758",10,"2012-12-11",78,65,72,64,67,0,7,NA,0,29,29,2,19,5,0
"6778",10,"2012-12-12",66,57,62,57,58,3,0,NA,0,30,30,8,36,9,0
"6798",10,"2012-12-13",61,48,55,49,50,10,0,NA,0,30,30,14,35,14,0
"6818",10,"2012-12-14",60,47,54,48,51,11,0,NA,0,30,30,11,36,12,0
"6838",10,"2012-12-15",71,55,63,56,58,2,0,NA,0,30,30,5,2,5,0
"6858",10,"2012-12-16",76,57,67,59,62,0,2,NA,0,30,30,3,17,3,0
"6878",10,"2012-12-17",77,61,69,60,63,0,4,NA,0,29,29,5,21,7,0
"6898",10,"2012-12-18",72,52,62,49,57,3,0,NA,0,29,29,6,27,7,0
"6918",10,"2012-12-19",72,44,58,41,50,7,0,NA,0,30,30,0,6,2,0
"6938",10,"2012-12-20",78,52,65,57,61,0,0,NA,0,29,29,7,19,9,0
"6958",10,"2012-12-21",62,40,51,22,39,14,0,NA,0,30,30,12,28,12,0
"6978",10,"2012-12-22",58,37,48,17,36,17,0,NA,0,30,30,6,29,7,0
"6998",10,"2012-12-23",60,34,47,26,40,18,0,NA,0,30,30,0,15,3,0
"7018",10,"2012-12-24",68,48,58,45,52,7,0,NA,0,30,30,4,20,5,0
"7038",10,"2012-12-25",72,57,65,54,58,0,0,NA,0,29,29,6,17,7,0
"7058",10,"2012-12-26",71,42,57,48,54,8,0,NA,0,29,29,11,24,16,0
"7078",10,"2012-12-27",59,36,48,32,40,17,0,NA,0,30,30,5,28,6,0
"7098",10,"2012-12-28",64,38,51,42,47,14,0,NA,0,30,30,1,15,4,0
"7118",10,"2012-12-29",71,44,58,51,56,7,0,NA,0,29,29,8,27,13,0
"7138",10,"2012-12-30",53,36,45,28,38,20,0,NA,0,30,30,7,35,9,0
"7158",10,"2012-12-31",66,43,55,42,NA,10,0,NA,0,30,30,5,34,5,0
"7178",10,"2013-01-01",75,49,62,51,56,3,0,NA,0,30,30,6,21,7,0
"7198",10,"2013-01-02",74,58,66,58,61,0,1,NA,0,29,30,2,24,7,0
"7218",10,"2013-01-03",62,50,56,53,54,9,0,NA,0,30,30,8,36,9,0
"7238",10,"2013-01-04",56,48,52,45,48,13,0,NA,0,30,30,9,34,10,0
"7258",10,"2013-01-05",62,46,54,43,49,11,0,NA,0,30,30,8,36,9,0
"7278",10,"2013-01-06",60,52,56,51,53,9,0,NA,0,30,30,6,35,6,0
"7298",10,"2013-01-07",63,48,56,46,50,9,0,NA,0,30,30,12,1,13,0
"7318",10,"2013-01-08",69,57,63,56,58,2,0,NA,0,30,30,7,1,8,0
"7338",10,"2013-01-09",75,60,68,62,63,0,3,NA,0,30,30,5,2,5,0
"7358",10,"2013-01-10",77,62,70,63,64,0,5,NA,0,30,30,3,7,4,0
"7378",10,"2013-01-11",80,59,70,60,63,0,5,NA,0,30,30,5,16,5,0
"7398",10,"2013-01-12",80,60,70,60,63,0,5,NA,0,30,30,2,14,3,0
"7418",10,"2013-01-13",78,60,69,59,63,0,4,NA,0,30,30,4,16,4,0
"7438",10,"2013-01-14",80,61,71,59,63,0,6,NA,0,30,30,5,17,6,0
"7458",10,"2013-01-15",79,63,71,60,64,0,6,NA,0,30,30,6,16,6,0
"7478",10,"2013-01-16",81,65,73,59,64,0,8,NA,0,30,30,7,19,7,0
"7498",10,"2013-01-17",76,44,60,50,55,5,0,NA,0,29,30,10,23,13,0
"7518",10,"2013-01-18",57,42,50,38,45,15,0,NA,0,30,30,17,1,19,0
"7538",10,"2013-01-19",63,49,56,47,51,9,0,NA,0,30,NA,12,1,12,0
"7558",10,"2013-01-20",72,55,64,48,54,1,0,NA,0,30,30,4,36,6,0
"7578",10,"2013-01-21",69,52,61,43,51,4,0,NA,0,30,30,4,32,4,0
"7598",10,"2013-01-22",63,47,55,27,43,10,0,NA,0,30,30,10,34,11,0
"7618",10,"2013-01-23",65,42,54,27,41,11,0,NA,0,30,30,4,33,6,0
"7638",10,"2013-01-24",72,46,59,45,52,6,0,NA,0,30,30,6,28,8,0
"7658",10,"2013-01-25",73,55,64,50,55,1,0,NA,0,30,30,2,33,7,0
"7678",10,"2013-01-26",74,52,63,55,58,2,0,NA,0,30,30,5,25,5,0
"7698",10,"2013-01-27",68,60,64,55,58,1,0,NA,0,30,30,10,3,10,0
"7718",10,"2013-01-28",76,57,67,59,62,0,2,NA,0,30,30,4,10,5,0
"7738",10,"2013-01-29",78,60,69,63,65,0,4,NA,0,30,30,5,14,6,0
"7758",10,"2013-01-30",83,58,71,62,66,0,6,NA,0,29,29,12,18,13,0
"7778",10,"2013-01-31",59,47,53,33,44,12,0,NA,0,30,30,8,29,9,0
"7798",10,"2013-02-01",64,43,54,28,42,11,0,NA,0,30,30,7,31,8,0
"7818",10,"2013-02-02",64,39,52,31,43,13,0,NA,0,30,30,3,35,6,0
"7838",10,"2013-02-03",66,42,54,31,44,11,0,NA,0,30,30,7,28,8,0
"7858",10,"2013-02-04",63,42,53,38,46,12,0,NA,0,30,30,1,18,3,0
"7878",10,"2013-02-05",68,48,58,43,51,7,0,NA,0,30,30,1,16,2,0
"7898",10,"2013-02-06",68,58,63,54,58,2,0,NA,0,30,30,1,10,3,0
"7918",10,"2013-02-07",75,59,67,61,63,0,2,NA,0,29,29,6,18,7,0
"7938",10,"2013-02-08",70,56,63,53,57,2,0,NA,0,29,29,7,29,8,0
"7958",10,"2013-02-09",65,50,58,46,51,7,0,NA,0,30,30,8,2,10,0
"7978",10,"2013-02-10",74,55,65,54,58,0,0,NA,0,30,30,9,12,10,0
"7998",10,"2013-02-11",81,62,72,59,64,0,7,NA,0,30,30,8,20,9,0
"8018",10,"2013-02-12",81,64,73,64,66,0,8,NA,0,29,29,8,20,9,0
"8038",10,"2013-02-13",75,63,69,63,66,0,4,NA,0,29,29,9,22,11,0
"8058",10,"2013-02-14",63,48,56,47,50,9,0,NA,0,29,30,7,33,7,0
"8078",10,"2013-02-15",64,45,55,43,48,10,0,NA,0,30,30,5,36,6,0
"8098",10,"2013-02-16",58,41,50,39,44,15,0,NA,0,29,29,8,30,9,0
"8118",10,"2013-02-17",52,32,42,13,33,23,0,NA,0,30,30,8,31,9,0
"8138",10,"2013-02-18",61,31,46,33,41,19,0,NA,0,30,30,2,11,5,0
"8158",10,"2013-02-19",78,52,65,51,57,0,0,NA,0,30,30,9,21,12,0
"8178",10,"2013-02-20",66,48,57,37,47,8,0,NA,0,30,30,5,36,7,0
"8198",10,"2013-02-21",69,48,59,46,52,6,0,NA,0,30,30,3,3,4,0
"8218",10,"2013-02-22",81,62,72,64,66,0,7,NA,0,30,30,5,15,6,1
"8238",10,"2013-02-23",82,62,72,64,67,0,7,NA,0,29,29,8,22,9,2
"8258",10,"2013-02-24",74,60,67,55,60,0,2,NA,0,29,29,2,8,6,3
"8278",10,"2013-02-25",67,61,64,61,61,1,0,NA,1,29,29,10,5,11,4
"8298",10,"2013-02-26",79,61,70,60,64,0,5,NA,0,29,29,11,21,13,3
"8318",10,"2013-02-27",70,54,62,44,52,3,0,NA,0,29,29,6,28,7,2
"8338",10,"2013-02-28",70,48,59,39,49,6,0,NA,0,29,29,9,28,10,1
"8358",10,"2013-03-01",59,48,54,33,44,11,0,NA,0,29,29,9,31,9,0
"8378",10,"2013-03-02",54,38,46,29,39,19,0,NA,0,29,29,10,28,11,0
"8398",10,"2013-03-03",46,35,41,27,35,24,0,NA,0,30,30,8,29,9,0
"8418",10,"2013-03-04",61,34,48,28,40,17,0,NA,0,30,30,1,23,7,0
"8438",10,"2013-03-05",76,43,60,43,51,5,0,NA,0,30,30,10,20,10,0
"8458",10,"2013-03-06",66,44,55,32,44,10,0,NA,0,29,30,13,29,14,0
"8478",10,"2013-03-07",62,39,51,34,43,14,0,NA,0,30,30,4,36,6,0
"8498",10,"2013-03-08",68,41,55,42,48,10,0,NA,0,30,30,2,3,5,0
"8518",10,"2013-03-09",67,48,58,46,51,7,0,NA,0,30,30,6,4,7,0
"8538",10,"2013-03-10",73,54,64,53,57,1,0,NA,0,30,30,7,9,9,0
"8558",10,"2013-03-11",75,56,66,56,60,0,1,NA,0,30,30,7,16,8,0
"8578",10,"2013-03-12",68,54,61,56,60,4,0,NA,0,29,29,5,22,9,0
"8598",10,"2013-03-13",70,49,60,32,47,5,0,NA,0,30,30,10,32,11,0
"8618",10,"2013-03-14",61,45,53,29,42,12,0,NA,0,30,30,7,35,9,0
"8638",10,"2013-03-15",72,40,56,34,46,9,0,NA,0,30,30,2,19,5,0
"8658",10,"2013-03-16",80,48,64,44,53,1,0,NA,0,30,30,9,24,9,0
"8678",10,"2013-03-17",76,52,64,47,55,1,0,NA,0,30,30,6,19,7,0
"8698",10,"2013-03-18",79,62,71,59,63,0,6,NA,0,29,29,4,20,6,0
"8718",10,"2013-03-19",79,61,70,58,62,0,5,NA,0,29,29,3,31,8,0
"8738",10,"2013-03-20",66,52,59,51,56,6,0,NA,0,29,29,7,3,9,1
"8758",10,"2013-03-21",68,45,57,30,45,8,0,NA,0,29,29,8,30,8,2
"8778",10,"2013-03-22",65,48,57,37,48,8,0,NA,0,29,30,7,5,8,3
"8798",10,"2013-03-23",66,56,61,59,60,4,0,NA,3,29,29,2,10,6,4
"8818",10,"2013-03-24",85,62,74,64,67,0,9,NA,0,29,29,12,22,14,3
"8838",10,"2013-03-25",67,50,59,31,46,6,0,NA,0,29,29,12,29,13,2
"8858",10,"2013-03-26",56,40,48,24,39,17,0,NA,0,30,30,11,31,11,1
"8878",10,"2013-03-27",60,39,50,27,40,15,0,NA,0,30,30,8,33,9,0
"8898",10,"2013-03-28",67,42,55,33,45,10,0,NA,0,30,30,4,34,7,0
"8918",10,"2013-03-29",72,44,58,38,49,7,0,NA,0,30,30,1,10,4,0
"8938",10,"2013-03-30",77,50,64,41,52,1,0,NA,0,30,30,5,21,6,0
"8958",10,"2013-03-31",81,58,70,50,58,0,5,NA,0,30,30,11,21,12,0
"8978",10,"2013-04-01",80,62,71,60,64,0,6,NA,0,29,29,8,24,9,0
"8998",10,"2013-04-02",76,59,68,49,57,0,3,NA,0,30,30,4,7,6,0
"9018",10,"2013-04-03",78,58,68,59,62,0,3,NA,0,30,30,5,9,8,0
"9038",10,"2013-04-04",77,65,71,64,67,0,6,NA,0,29,29,5,19,9,0
"9058",10,"2013-04-05",69,54,62,56,57,3,0,NA,0,29,29,8,36,9,0
"9078",10,"2013-04-06",69,52,61,52,56,4,0,NA,0,30,30,9,2,10,0
"9098",10,"2013-04-07",75,60,68,57,61,0,3,NA,0,30,30,4,10,6,0
"9118",10,"2013-04-08",80,59,70,59,63,0,5,NA,0,30,30,4,12,5,0
"9138",10,"2013-04-09",81,64,73,62,66,0,8,NA,0,30,30,6,13,7,0
"9158",10,"2013-04-10",80,62,71,63,66,0,6,NA,0,30,30,7,13,7,0
"9178",10,"2013-04-11",86,69,78,69,71,0,13,NA,0,29,29,9,16,10,1
"9198",10,"2013-04-12",89,72,81,67,71,0,16,NA,0,29,29,13,21,14,2
"9218",10,"2013-04-13",80,64,72,51,60,0,7,NA,0,29,29,4,2,8,3
"9238",10,"2013-04-14",76,63,70,61,63,0,5,NA,1,29,29,5,8,7,4
"9258",10,"2013-04-15",83,62,73,63,66,0,8,NA,0,29,30,3,5,5,3
"9278",10,"2013-04-16",81,65,73,65,67,0,8,NA,0,30,30,7,6,7,2
"9298",10,"2013-04-17",77,66,72,65,67,0,7,NA,0,30,30,6,4,7,1
"9318",10,"2013-04-18",84,67,76,66,69,0,11,NA,0,30,30,5,12,6,0
"9338",10,"2013-04-19",88,62,75,68,71,0,10,NA,0,29,29,9,19,12,0
"9358",10,"2013-04-20",62,51,57,51,53,8,0,NA,0,30,30,10,36,11,0
"9378",10,"2013-04-21",70,59,65,57,61,0,0,NA,0,30,30,17,3,17,0
"9398",10,"2013-04-22",65,59,62,58,60,3,0,NA,0,30,30,16,2,16,0
"9418",10,"2013-04-23",71,59,65,55,59,0,0,NA,0,30,30,8,4,9,0
"9438",10,"2013-04-24",82,60,71,59,63,0,6,NA,0,30,30,4,12,6,0
"9458",10,"2013-04-25",84,64,74,62,67,0,9,NA,0,30,30,0,23,4,0
"9478",10,"2013-04-26",78,65,72,60,64,0,7,NA,0,30,30,10,3,11,0
"9498",10,"2013-04-27",80,65,73,59,64,0,8,NA,0,30,30,8,6,9,0
"9518",10,"2013-04-28",81,68,75,63,67,0,10,NA,0,30,30,9,13,10,0
"9538",10,"2013-04-29",81,65,73,64,67,0,8,NA,0,29,29,3,17,8,1
"9558",10,"2013-04-30",83,64,74,65,67,0,9,NA,0,29,29,4,6,5,1
"9578",10,"2013-05-01",76,67,72,64,66,0,7,NA,0,30,30,14,4,14,1
"9598",10,"2013-05-02",70,67,69,67,67,0,4,NA,3,29,29,13,7,14,2
"9618",10,"2013-05-03",70,65,68,63,65,0,3,NA,1,29,29,18,7,18,3
"9638",10,"2013-05-04",70,65,68,66,66,0,3,NA,3,29,29,12,7,13,4
"9658",10,"2013-05-05",77,58,68,54,60,0,3,NA,0,29,29,7,26,9,3
"9678",10,"2013-05-06",73,59,NA,47,55,NA,NA,NA,NA,NA,29,8,26,NA,2
"9698",10,"2013-05-07",78,56,67,53,59,0,2,NA,0,29,29,11,24,11,1
"9718",10,"2013-05-08",81,59,70,55,62,0,5,NA,0,30,30,5,26,6,0
"9738",10,"2013-05-09",84,62,73,59,65,0,8,NA,0,30,30,3,15,6,0
"9758",10,"2013-05-10",88,65,77,62,67,0,12,NA,0,30,30,5,16,7,0
"9778",10,"2013-05-11",89,68,79,65,69,0,14,NA,0,29,29,8,24,8,0
"9798",10,"2013-05-12",84,66,75,62,67,0,10,NA,0,29,29,7,27,8,0
"9818",10,"2013-05-13",78,64,71,42,56,0,6,NA,0,30,30,10,33,11,0
"9838",10,"2013-05-14",80,58,69,42,55,0,4,NA,0,30,30,3,2,7,0
"9858",10,"2013-05-15",84,59,72,53,61,0,7,NA,0,30,30,5,17,7,0
"9878",10,"2013-05-16",85,65,75,61,66,0,10,NA,0,30,30,6,18,9,0
"9898",10,"2013-05-17",87,69,78,63,68,0,13,NA,0,30,30,6,14,8,0
"9918",10,"2013-05-18",89,72,81,68,71,0,16,NA,0,30,30,8,14,9,0
"9938",10,"2013-05-19",86,71,79,69,72,0,14,NA,0,30,30,7,15,10,0
"9958",10,"2013-05-20",86,72,79,69,72,0,14,NA,0,30,30,6,14,7,0
"9978",10,"2013-05-21",85,73,79,69,72,0,14,NA,0,29,30,6,14,7,0
"9998",10,"2013-05-22",88,73,81,70,73,0,16,NA,0,29,29,6,11,6,0
"10018",10,"2013-05-23",91,71,81,68,72,0,16,NA,0,29,29,2,24,6,0
"10038",10,"2013-05-24",90,71,81,60,68,0,16,NA,0,29,30,8,32,10,0
"10058",10,"2013-05-25",81,70,76,54,63,0,11,NA,0,30,30,8,7,10,0
"10078",10,"2013-05-26",84,63,74,54,62,0,9,NA,0,30,30,5,13,7,0
"10098",10,"2013-05-27",84,65,75,61,66,0,10,NA,0,30,30,6,12,8,0
"10118",10,"2013-05-28",84,71,78,65,69,0,13,NA,0,30,30,10,10,10,0
"10138",10,"2013-05-29",85,73,79,70,73,0,14,NA,0,30,30,12,10,12,0
"10158",10,"2013-05-30",86,74,80,70,73,0,15,NA,0,30,30,12,11,12,0
"10178",10,"2013-05-31",86,73,80,69,72,0,15,NA,0,30,30,13,11,13,0
"10198",10,"2013-06-01",86,74,80,70,73,0,15,NA,0,30,30,11,11,11,0
"10218",10,"2013-06-02",87,75,81,73,75,0,16,NA,0,29,29,10,12,10,0
"10238",10,"2013-06-03",91,73,82,71,74,0,17,NA,0,29,29,5,20,7,1
"10258",10,"2013-06-04",84,74,79,72,74,0,14,NA,0,29,29,6,20,7,2
"10278",10,"2013-06-05",83,73,78,71,73,0,13,NA,0,29,29,5,18,7,3
"10298",10,"2013-06-06",78,70,74,73,73,0,9,NA,1,29,29,13,13,15,4
"10318",10,"2013-06-07",89,70,80,70,73,0,15,NA,0,29,29,12,23,13,3
"10338",10,"2013-06-08",90,73,82,71,74,0,17,NA,0,29,30,5,18,8,2
"10358",10,"2013-06-09",89,75,82,72,75,0,17,NA,0,30,30,8,16,9,1
"10378",10,"2013-06-10",89,76,83,73,75,0,18,NA,0,30,30,8,17,8,0
"10398",10,"2013-06-11",92,75,84,71,75,0,19,NA,0,30,30,6,22,7,1
"10418",10,"2013-06-12",96,74,85,71,75,0,20,NA,0,30,30,4,23,6,2
"10438",10,"2013-06-13",96,77,87,73,77,0,22,NA,0,29,29,8,24,9,3
"10458",10,"2013-06-14",91,72,82,73,75,0,17,NA,1,29,29,5,22,10,4
"10478",10,"2013-06-15",87,76,82,67,71,0,17,NA,0,30,30,11,10,11,3
"10498",10,"2013-06-16",87,75,81,69,73,0,16,NA,0,30,30,8,11,9,2
"10518",10,"2013-06-17",92,78,85,73,76,0,20,NA,0,30,30,6,15,8,1
"10538",10,"2013-06-18",94,73,84,70,74,0,19,NA,0,29,29,10,24,10,2
"10558",10,"2013-06-19",92,76,84,70,74,0,19,NA,0,29,29,4,22,8,3
"10578",10,"2013-06-20",89,70,80,72,75,0,15,NA,1,30,30,3,5,8,4
"10598",10,"2013-06-21",88,74,81,72,74,0,16,NA,0,30,30,5,3,7,3
"10618",10,"2013-06-22",85,74,80,72,74,0,15,NA,0,30,30,4,14,5,2
"10638",10,"2013-06-23",90,75,83,72,75,0,18,NA,0,30,30,5,12,6,1
"10658",10,"2013-06-24",89,78,84,73,75,0,19,NA,0,30,30,7,14,8,0
"10678",10,"2013-06-25",91,77,84,72,75,0,19,NA,0,30,30,5,13,7,0
"10698",10,"2013-06-26",92,75,84,72,75,0,19,NA,0,30,30,4,19,8,0
"10718",10,"2013-06-27",93,72,83,72,75,0,18,NA,0,29,29,5,21,8,0
"10738",10,"2013-06-28",92,78,85,72,75,0,20,NA,0,29,29,10,24,11,0
"10758",10,"2013-06-29",86,77,82,72,75,0,17,NA,0,29,29,10,21,11,0
"10778",10,"2013-06-30",90,75,83,73,75,0,18,NA,0,29,29,10,18,11,0
"10798",10,"2013-07-01",84,73,NA,72,74,NA,NA,NA,0,29,29,11,18,11,0
"10818",10,"2013-07-02",88,73,81,72,74,0,16,NA,0,30,30,9,15,10,0
"10838",10,"2013-07-03",88,74,81,73,75,0,16,NA,0,30,30,10,14,11,0
"10858",10,"2013-07-04",90,73,82,72,75,0,17,NA,0,30,30,11,14,12,0
"10878",10,"2013-07-05",90,75,83,72,75,0,18,NA,0,30,30,12,12,12,0
"10898",10,"2013-07-06",89,76,83,72,75,0,18,NA,0,30,30,12,13,12,0
"10918",10,"2013-07-07",89,76,83,72,75,0,18,NA,0,30,30,9,12,9,0
"10938",10,"2013-07-08",90,77,84,72,76,0,19,NA,0,30,30,7,12,7,0
"10958",10,"2013-07-09",91,77,84,72,75,0,19,NA,0,30,30,5,13,6,0
"10978",10,"2013-07-10",90,77,84,71,75,0,19,NA,0,30,30,7,14,8,1
"10998",10,"2013-07-11",92,74,83,72,75,0,18,NA,0,29,29,7,18,9,2
"11018",10,"2013-07-12",86,75,81,73,74,0,16,NA,0,29,29,6,19,7,3
"11038",10,"2013-07-13",86,71,79,72,73,0,14,NA,1,29,29,3,17,6,4
"11058",10,"2013-07-14",86,72,79,71,74,0,14,NA,0,30,30,8,12,9,3
"11078",10,"2013-07-15",87,76,82,74,76,0,17,NA,0,30,30,8,7,10,2
"11098",10,"2013-07-16",88,77,83,73,76,0,18,NA,0,30,30,9,7,10,1
"11118",10,"2013-07-17",89,78,84,72,75,0,19,NA,0,30,30,8,8,9,0
"11138",10,"2013-07-18",88,77,83,72,75,0,18,NA,0,30,30,5,11,6,0
"11158",10,"2013-07-19",89,75,82,71,74,0,17,NA,0,30,30,7,19,8,0
"11178",10,"2013-07-20",87,74,81,71,73,0,16,NA,0,30,30,6,19,7,0
"11198",10,"2013-07-21",91,73,82,73,75,0,17,NA,0,30,30,6,22,8,0
"11218",10,"2013-07-22",91,75,83,73,75,0,18,NA,0,30,30,9,23,9,0
"11238",10,"2013-07-23",89,74,82,73,75,0,17,NA,0,29,29,10,24,10,0
"11258",10,"2013-07-24",88,73,81,72,74,0,16,NA,0,29,29,9,25,10,1
"11278",10,"2013-07-25",91,73,82,71,74,0,17,NA,0,29,29,7,26,8,2
"11298",10,"2013-07-26",90,76,83,74,76,0,18,NA,0,29,29,3,10,5,3
"11318",10,"2013-07-27",92,73,83,74,76,0,18,NA,2,29,29,1,16,6,4
"11338",10,"2013-07-28",91,76,84,72,75,0,19,NA,0,29,29,2,20,5,1
"11358",10,"2013-07-29",93,73,83,72,75,0,18,NA,0,30,30,6,16,8,2
"11378",10,"2013-07-30",91,78,85,74,76,0,20,NA,0,30,30,3,16,5,3
"11398",10,"2013-07-31",92,72,82,73,75,0,17,NA,1,30,30,5,17,6,4
"11417",10,"2013-08-01",90,73,82,72,74,0,17,NA,0,29,NA,5,18,8,3
"11436",10,"2013-08-02",92,74,83,72,75,0,18,NA,0,29,30,5,15,7,2
"11455",10,"2013-08-03",89,75,82,75,77,0,17,NA,0,29,30,4,22,6,1
"11474",10,"2013-08-04",95,76,86,73,77,0,21,NA,0,29,29,6,26,7,0
"11493",10,"2013-08-05",94,79,87,75,78,0,22,NA,0,29,29,2,6,7,0
"11512",10,"2013-08-06",91,80,86,75,78,0,21,NA,0,29,29,9,10,9,0
"11531",10,"2013-08-07",89,80,85,75,77,0,20,NA,0,29,29,9,9,9,0
"11550",10,"2013-08-08",89,78,84,75,77,0,19,NA,0,29,30,6,13,8,0
"11569",10,"2013-08-09",90,79,85,75,77,0,20,NA,0,30,30,5,12,7,0
"11588",10,"2013-08-10",92,79,86,74,77,0,21,NA,0,30,30,6,14,8,0
"11607",10,"2013-08-11",93,79,86,73,77,0,21,NA,0,30,30,6,16,8,1
"11626",10,"2013-08-12",95,78,87,74,77,0,22,NA,0,30,30,2,16,7,2
"11645",10,"2013-08-13",95,77,86,72,76,0,21,NA,0,29,29,5,23,6,3
"11664",10,"2013-08-14",96,73,85,73,76,0,20,NA,1,29,29,5,22,7,4
"11683",10,"2013-08-15",94,74,84,73,75,0,19,NA,0,29,29,5,16,8,3
"11702",10,"2013-08-16",88,75,82,73,75,0,17,NA,0,29,30,3,19,5,2
"11721",10,"2013-08-17",87,75,81,74,77,0,16,NA,0,30,30,4,14,7,1
"11740",10,"2013-08-18",91,75,83,75,77,0,18,NA,0,30,30,7,10,8,0
"11759",10,"2013-08-19",91,79,85,75,77,0,20,NA,0,30,30,7,13,8,0
"11778",10,"2013-08-20",91,78,85,74,77,0,20,NA,0,30,30,5,12,6,0
"11797",10,"2013-08-21",88,80,84,75,77,0,19,NA,0,30,30,6,9,7,0
"11816",10,"2013-08-22",82,73,78,73,75,0,13,NA,0,30,30,5,7,8,0
"11835",10,"2013-08-23",83,75,79,75,76,0,14,NA,0,30,30,2,5,4,0
"11854",10,"2013-08-24",84,74,79,74,75,0,14,NA,0,30,30,5,4,6,0
"11873",10,"2013-08-25",84,75,80,72,75,0,15,NA,0,30,30,12,4,13,0
"11892",10,"2013-08-26",87,73,80,72,74,0,15,NA,0,30,30,9,3,10,0
"11911",10,"2013-08-27",86,76,81,69,73,0,16,NA,0,30,30,5,8,7,0
"11930",10,"2013-08-28",89,73,81,67,72,0,16,NA,0,30,30,5,16,7,0
"11949",10,"2013-08-29",93,73,83,68,73,0,18,NA,0,29,29,5,24,7,0
"11968",10,"2013-08-30",94,76,85,72,75,0,20,NA,0,29,29,2,19,6,0
"11987",10,"2013-08-31",93,74,84,72,75,0,19,NA,0,29,29,1,14,4,0
"12007",10,"2013-09-01",92,75,84,72,75,0,19,NA,0,29,29,6,18,8,0
"12027",10,"2013-09-02",92,75,84,72,75,0,19,NA,0,29,29,5,24,6,0
"12047",10,"2013-09-03",91,76,84,73,76,0,19,NA,0,29,29,6,23,7,0
"12067",10,"2013-09-04",93,76,85,72,75,0,20,NA,0,30,30,2,16,5,0
"12087",10,"2013-09-05",94,75,85,73,76,0,20,NA,0,30,30,2,20,5,0
"12107",10,"2013-09-06",90,73,82,73,75,0,17,NA,0,30,30,1,23,4,0
"12127",10,"2013-09-07",89,72,81,70,73,0,16,NA,0,29,30,7,2,9,0
"12147",10,"2013-09-08",89,73,81,68,72,0,16,NA,0,29,29,4,5,7,0
